0	21.800000
1	4.400000
2	5.400000
3	-29.600000
4	7.200000
5	2.200000
6	21.800000
7	-2.200000
8	9.000000
9	14.200000
10	18.400000
11	0.000000
12	0.000000
13	6.200000
14	8.200000
15	4.600000
16	4.600000
17	1.000000
18	6.200000
19	15.600000
20	1.800000
21	1.800000
22	-1.800000
23	6.600000
24	0.800000
25	1.800000
26	-3.000000
27	5.800000
28	7.800000
29	7.800000
30	-0.400000
31	4.400000
32	3.800000
33	-4.000000
34	22.200000
35	4.600000
36	10.400000
37	11.600000
38	1.000000
39	1.000000
40	4.400000
41	2.200000
42	-0.800000
43	7.800000
44	7.400000
45	4.200000
46	3.400000
47	9.600000
48	3.600000
49	2.000000
50	2.600000
51	19.600000
52	9.000000
53	9.000000
54	-0.800000
55	3.200000
56	2.800000
57	17.000000
58	3.200000
59	-3.600000
60	1.800000
61	2.800000
62	0.800000
63	0.800000
64	9.000000
65	2.400000
66	3.600000
67	3.600000
68	5.600000
69	6.400000
70	11.000000
71	-8.400000
72	17.400000
73	3.400000
74	3.400000
75	4.000000
76	7.800000
77	10.000000
78	3.200000
79	5.000000
80	5.400000
81	-1.000000
82	1.400000
83	5.000000
84	-2.000000
85	9.800000
86	14.600000
87	3.000000
88	7.800000
89	6.000000
90	4.400000
91	6.000000
92	6.000000
93	16.200000
94	16.200000
95	1.000000
96	1.000000
97	2.000000
98	7.400000
99	0.600000
100	0.600000
101	-0.200000
102	1.200000
103	5.000000
104	5.000000
105	-11.200000
106	4.400000
107	20.800000
108	0.200000
109	19.600000
110	1.000000
111	1.000000
112	-1.800000
113	17.400000
114	4.000000
115	-3.800000
116	-0.600000
117	1.000000
118	10.400000
119	1.000000
120	1.000000
121	-1.400000
122	2.200000
123	5.000000
124	5.000000
125	6.800000
126	2.200000
127	1.000000
128	2.000000
129	4.200000
130	6.000000
131	5.200000
132	4.400000
133	3.400000
134	7.400000
135	8.600000
136	8.600000
137	2.800000
138	2.800000
139	7.000000
140	6.000000
141	3.000000
142	9.800000
143	-1.800000
144	5.200000
145	7.000000
146	7.000000
147	5.800000
148	7.400000
149	5.600000
150	0.800000
151	25.600000
152	-1.000000
153	2.800000
154	8.200000
155	0.600000
156	6.800000
157	9.000000
158	7.000000
159	5.000000
160	1.000000
161	1.000000
162	-0.400000
163	8.000000
164	1.000000
165	1.000000
166	4.400000
167	15.000000
168	1.600000
169	1.600000
170	1.600000
171	1.600000
172	3.600000
173	20.200000
174	-4.000000
175	5.000000
176	1.800000
177	5.200000
178	5.000000
179	8.400000
180	0.800000
181	2.000000
182	2.000000
183	7.000000
184	9.200000
185	1.000000
186	2.800000
187	6.400000
188	2.800000
189	2.000000
190	5.600000
191	4.400000
192	2.200000
193	-1.000000
194	3.000000
195	3.000000
196	0.200000
197	3.000000
198	5.400000
199	-3.600000
200	35.000000
201	3.000000
202	0.600000
203	1.600000
204	4.000000
205	4.000000
206	6.400000
207	2.400000
208	5.200000
209	6.000000
210	11.600000
211	6.000000
212	11.400000
213	18.400000
214	0.000000
215	0.000000
216	2.400000
217	4.200000
218	0.000000
219	0.000000
220	5.400000
221	0.200000
222	0.000000
223	0.000000
224	-0.200000
225	-2.000000
226	5.600000
227	7.400000
228	3.400000
229	-2.600000
230	2.200000
231	-0.600000
232	-0.800000
233	1.000000
234	7.400000
235	-0.600000
236	5.600000
237	9.400000
238	6.200000
239	6.200000
240	-6.200000
241	1.600000
242	5.800000
243	9.400000
244	0.000000
245	0.800000
246	3.200000
247	13.800000
248	0.000000
249	-1.000000
250	-3.400000
251	6.400000
252	3.000000
253	3.000000
254	4.200000
255	5.000000
256	1.400000
257	-5.600000
258	27.400000
259	4.600000
260	4.600000
261	4.800000
262	4.600000
263	-4.200000
264	-8.400000
265	28.200000
266	5.800000
267	3.000000
268	0.200000
269	4.600000
270	7.000000
271	8.200000
272	8.200000
273	3.400000
274	6.600000
275	12.000000
276	12.000000
277	-2.200000
278	4.200000
279	6.400000
280	6.400000
281	6.000000
282	12.200000
283	2.600000
284	2.600000
285	6.000000
286	0.000000
287	0.000000
288	6.600000
289	0.000000
290	0.000000
291	-1.000000
292	7.200000
293	2.000000
294	4.200000
295	9.400000
296	9.600000
297	0.000000
298	2.800000
299	4.000000
300	5.000000
301	0.000000
302	0.000000
303	6.200000
304	8.000000
305	0.000000
306	0.000000
307	2.000000
308	0.000000
309	0.000000
310	0.000000
311	3.000000
312	-3.400000
313	-0.800000
314	-0.600000
315	2.000000
316	0.600000
317	0.600000
318	3.600000
319	0.600000
320	2.600000
321	3.200000
322	3.600000
323	0.200000
324	-0.800000
325	4.400000
326	3.200000
327	0.000000
328	0.000000
329	0.400000
330	5.400000
331	0.000000
332	3.000000
333	0.400000
334	8.200000
335	3.800000
336	7.800000
337	9.800000
338	3.400000
339	0.200000
340	0.200000
341	7.800000
342	-1.800000
343	11.000000
344	9.800000
345	9.800000
346	8.000000
347	9.800000
348	11.000000
349	-4.600000
350	1.600000
351	2.000000
352	-0.800000
353	1.000000
354	1.000000
355	6.000000
356	4.600000
357	2.000000
358	3.200000
359	7.800000
360	4.600000
361	0.000000
362	0.000000
363	0.000000
364	0.000000
365	2.600000
366	5.400000
367	4.400000
368	3.800000
369	5.800000
370	1.800000
371	1.600000
372	1.600000
373	1.600000
374	4.400000
375	1.000000
376	6.800000
377	5.600000
378	-5.400000
379	-5.400000
380	0.000000
381	0.000000
382	-2.600000
383	1.200000
384	1.200000
385	1.200000
386	-1.000000
387	1.800000
388	1.800000
389	-0.800000
390	5.000000
391	8.200000
392	8.200000
393	4.800000
394	8.200000
395	9.000000
396	1.600000
397	1.600000
398	1.800000
399	-2.200000
400	4.600000
401	4.600000
402	3.600000
403	3.200000
404	9.800000
405	10.800000
406	4.800000
407	9.000000
408	0.400000
409	13.400000
410	4.800000
411	9.400000
412	-2.600000
413	6.000000
414	5.400000
415	5.400000
416	-0.800000
417	0.600000
418	-2.400000
419	1.000000
420	1.000000
421	1.000000
422	0.200000
423	0.000000
424	0.000000
425	5.600000
426	-3.600000
427	-3.600000
428	3.600000
429	0.000000
430	0.000000
431	10.000000
432	5.600000
433	13.600000
434	6.600000
435	6.600000
436	2.600000
437	5.800000
438	0.000000
439	0.000000
440	2.200000
441	14.000000
442	0.000000
443	1.000000
444	8.200000
445	3.400000
446	3.400000
447	-1.400000
448	9.400000
449	5.800000
450	5.800000
451	3.200000
452	2.000000
453	5.200000
454	9.200000
455	0.800000
456	7.200000
457	0.000000
458	0.000000
459	0.000000
460	0.200000
461	1.000000
462	1.000000
463	1.000000
464	6.400000
465	2.000000
466	2.000000
467	4.200000
468	10.200000
469	7.400000
470	6.800000
471	6.800000
472	-0.400000
473	15.800000
474	7.400000
475	0.000000
476	1.400000
477	5.000000
478	0.000000
479	0.000000
480	4.400000
481	4.400000
482	4.400000
483	3.400000
484	1.800000
485	1.800000
486	2.400000
487	0.800000
488	1.000000
489	1.000000
490	0.400000
491	6.400000
492	6.400000
493	0.800000
494	8.200000
495	-0.600000
496	-0.600000
497	0.600000
498	2.600000
499	2.600000
500	9.800000
501	2.600000
502	9.200000
503	15.200000
504	0.000000
505	0.000000
506	8.400000
507	0.000000
508	0.000000
509	0.000000
510	0.200000
511	0.000000
512	0.000000
513	0.000000
514	4.000000
515	0.000000
516	0.000000
517	2.800000
518	2.400000
519	0.000000
520	0.000000
521	8.000000
522	9.200000
523	-4.200000
524	-4.200000
525	13.800000
526	17.000000
527	-4.600000
528	0.000000
529	0.000000
530	1.000000
531	5.000000
532	3.000000
533	0.000000
534	0.000000
535	2.800000
536	7.400000
537	2.200000
538	4.000000
539	1.200000
540	0.000000
541	0.000000
542	2.400000
543	6.600000
544	2.000000
545	6.000000
546	4.000000
547	1.400000
548	7.800000
549	13.600000
550	4.800000
551	4.800000
552	6.800000
553	-2.000000
554	13.200000
555	7.400000
556	10.600000
557	2.200000
558	10.600000
559	-13.400000
560	34.600000
561	-3.600000
562	2.200000
563	-0.400000
564	2.200000
565	-2.200000
566	3.400000
567	2.200000
568	2.600000
569	2.200000
570	9.000000
571	9.000000
572	6.400000
573	1.800000
574	-1.800000
575	5.200000
576	14.200000
577	1.800000
578	-0.400000
579	22.600000
580	13.200000
581	4.600000
582	8.600000
583	1.000000
584	1.000000
585	-2.400000
586	4.400000
587	-0.600000
588	-0.600000
589	0.000000
590	2.200000
591	0.000000
592	0.000000
593	9.000000
594	-0.600000
595	0.000000
596	0.000000
597	1.200000
598	2.000000
599	2.400000
600	3.800000
601	3.000000
602	0.000000
603	0.000000
604	0.000000
605	1.800000
606	1.800000
607	3.600000
608	1.800000
609	1.800000
610	1.200000
611	2.000000
612	11.000000
613	9.400000
614	-4.200000
615	7.600000
616	1.000000
617	2.800000
618	2.800000
619	-3.400000
620	5.400000
621	5.400000
622	1.400000
623	2.400000
624	1.800000
625	1.800000
626	2.600000
627	3.400000
628	13.000000
629	-3.600000
630	-1.800000
631	1.600000
632	4.000000
633	1.400000
634	-0.600000
635	-0.600000
636	-5.200000
637	0.000000
638	0.000000
639	6.400000
640	0.000000
641	0.000000
642	2.200000
643	4.000000
644	7.800000
645	6.000000
646	4.000000
647	4.600000
648	-1.400000
649	1.000000
650	1.000000
651	1.200000
652	1.400000
653	1.200000
654	1.200000
655	5.200000
656	7.400000
657	7.800000
658	17.400000
659	0.000000
660	0.000000
661	12.000000
662	-2.200000
663	-1.200000
664	1.200000
665	5.800000
666	5.800000
667	3.600000
668	4.200000
669	1.000000
670	1.000000
671	3.000000
672	0.000000
673	-0.200000
674	1.200000
675	-0.400000
676	-0.400000
677	4.600000
678	-1.800000
679	5.600000
680	2.200000
681	-1.600000
682	-1.600000
683	6.400000
684	9.800000
685	9.800000
686	9.400000
687	6.200000
688	2.000000
689	8.200000
690	1.000000
691	3.600000
692	3.600000
693	3.200000
694	3.600000
695	1.600000
696	-1.400000
697	1.400000
698	2.400000
699	2.800000
700	6.400000
701	9.600000
702	4.200000
703	4.200000
704	-1.600000
705	5.800000
706	8.000000
707	8.000000
708	1.000000
709	2.000000
710	0.600000
711	8.600000
712	0.000000
713	0.000000
714	4.000000
715	20.600000
716	0.000000
717	0.000000
718	3.800000
719	8.400000
720	-2.600000
721	2.400000
722	5.600000
723	3.400000
724	5.400000
725	5.400000
726	0.000000
727	0.000000
728	6.400000
729	7.600000
730	4.400000
731	2.200000
732	2.600000
733	5.000000
734	-4.400000
735	5.000000
736	5.000000
737	0.000000
738	0.000000
739	0.600000
740	0.600000
741	-0.800000
742	0.600000
743	-2.000000
744	-2.000000
745	-3.200000
746	0.800000
747	2.400000
748	0.400000
749	4.200000
750	2.800000
751	2.000000
752	2.000000
753	-1.400000
754	0.200000
755	0.000000
756	0.000000
757	5.000000
758	1.000000
759	-6.200000
760	-1.600000
761	3.200000
762	8.000000
763	6.800000
764	6.800000
765	6.200000
766	-4.600000
767	-1.000000
768	5.200000
769	0.400000
770	0.400000
771	7.600000
772	0.000000
773	10.600000
774	9.800000
775	2.000000
776	5.000000
777	1.000000
778	1.800000
779	1.800000
780	6.400000
781	3.800000
782	1.600000
783	1.600000
784	-1.200000
785	-1.800000
786	4.400000
787	4.400000
788	2.400000
789	2.000000
790	0.000000
791	0.000000
792	1.600000
793	1.600000
794	10.400000
795	10.400000
796	4.000000
797	6.400000
798	4.000000
799	4.000000
800	9.200000
801	1.200000
802	8.600000
803	6.600000
804	-5.800000
805	0.000000
806	0.600000
807	0.600000
808	5.000000
809	0.800000
810	25.000000
811	2.400000
812	2.400000
